input_name,gbif_matched_scientificName,gbif_accepted_usageKey,wfo_match_id,wfo_accepted_name,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_native_areas_found_in,wfo_native_countries,wfo_url
Carica papaya L. 'Sunset',Carica papaya L.,2874484,wfo-0000588009,Carica papaya L.,Argentina | Australia | Colombia | Seychelles | United States of America,AR | AU | CO | SC | US,20,20,low,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southern America Central America Belize | Southern America | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Colombia | Western South America | Colombia,Mexico | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Brazil | Cuba | Venezuela | Colombia,https://www.worldfloraonline.org/taxon/wfo-0000588009
Castanospermum australe Raddi,Castanospermum australe A.Cunn. ex Mudie,7579806,wfo-0000212067,Castanospermum australe A.Cunn. & C.Fraser,Australia,AU,35,35,low,,,https://www.worldfloraonline.org/taxon/wfo-0000212067
Cinnamomum parthenoxylon (Jacq.) Meisn.,Cinnamomum parthenoxylon (Jack) Meisn.,4181342,wfo-0000605312,Cinnamomum parthenoxylon (Jack) Meisn.,,,0,0,none,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya | Nepal | Indo-China Cambodia | Indo-China | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Sumatera | Provided by: | [D].The World Checklist of Vascular Plants (WCVP) | Synonyms | Camphora chinensis Nees | Camphora chinensis | Nees | Camphora inodora Blume ex Miq. | Camphora inodora | Blume ex Miq. | Camphora inuncta Nees | Camphora inuncta | Camphora parthenoxylon (Jack) Nees | Camphora parthenoxylon | (Jack) Nees | Camphora porrecta (Roxb.) Voigt | Camphora porrecta | (Roxb.) Voigt | Camphora pseudosassafras Miq. | Camphora pseudosassafras | Miq. | Cinnamomum barbato-axillatum N.Chao | Cinnamomum barbato-axillatum | N.Chao | Cinnamomum inodorum (Blume ex Miq.) Meisn. | Cinnamomum inodorum | (Blume ex Miq.) Meisn. | Cinnamomum inunctum (Nees) Meisn. | Cinnamomum inunctum | (Nees) Meisn. | Cinnamomum malaccense Meisn. | Cinnamomum malaccense | Meisn. | Cinnamomum neesianum Meisn. | Cinnamomum neesianum | Cinnamomum penninervium Kosterm. | Cinnamomum penninervium | Kosterm. | Cinnamomum porrectum (Roxb.) Kosterm. | Cinnamomum porrectum | (Roxb.) Kosterm. | Cinnamomum pseudosassafras Meisn. | Cinnamomum pseudosassafras | Cinnamomum purpureaum H.G.Ye & F.G.Wang | Cinnamomum purpureaum | H.G.Ye & F.G.Wang | Laurus chinensis Nees | Laurus chinensis | Laurus glandulifera Meisn. | Laurus glandulifera | Laurus parthenoxylon Jack | Laurus parthenoxylon | Jack | Laurus porrecta Roxb. | Laurus porrecta | Roxb. | Laurus pruinosa Reinw. ex Blume | Laurus pruinosa | Reinw. ex Blume | Laurus pseudosassafras Blume | Laurus pseudosassafras | Blume | Laurus sassafras Lour. | Laurus sassafras | Lour. | Litsea pruinosa Nees | Litsea pruinosa | Parthenoxylon porrectum (Roxb.) Blume | Parthenoxylon porrectum | (Roxb.) Blume | Parthenoxylon pruinosum Blume | Parthenoxylon pruinosum | Parthenoxylon pseudosassafras Blume | Parthenoxylon pseudosassafras | Persea pseudosassafras Zoll. & Moritzi | Persea pseudosassafras | Zoll. & Moritzi | Phoebe latifolia Champ. ex Benth. | Phoebe latifolia | Champ. ex Benth. | Sassafras loureiroi Kostel. | Sassafras loureiroi | Kostel. | Sassafras parthenoxylon (Jack) Nees | Sassafras parthenoxylon | Tetranthera camphoracea Wall. ex Meisn. | Tetranthera camphoracea | Wall. ex Meisn. | [C].Lauraceae,People's Republic of China | Cameroon | India | Nepal | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Germany,https://www.worldfloraonline.org/taxon/wfo-0000605312
Clerodendrum splendens G.Don. ex James,Clerodendrum splendens G.Don,7999246,wfo-0000886685,Clerodendrum splendens G.Don,,,0,0,none,Africa South Tropical Africa Angola | Africa | South Tropical Africa | Angola | West Tropical Africa Benin | West Tropical Africa | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Senegal | Sierra Leone | West-Central Tropical Africa Burundi | West-Central Tropical Africa | Burundi | Cabinda | Cameroon | Central African Republic | Congo | Equatorial Guinea | Gabon | Zaire,Angola | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Senegal | Sierra Leone | Burundi | Cameroon | Central African Republic | Equatorial Guinea | Gabon | Zaire,https://www.worldfloraonline.org/taxon/wfo-0000886685
Clerodendrum thomsoniae Balf.f.,Clerodendrum thomsoniae Balf.f.,3889087,wfo-0000887105,Clerodendrum thomsoniae Balf.,Chinese Taipei | Nigeria,NG | TW,3,3,very_low,"Africa West Tropical Africa Gambia, The | Africa | West Tropical Africa | Gambia, The | Ghana | Nigeria | Senegal | Sierra Leone | West-Central Tropical Africa Cameroon | West-Central Tropical Africa | Cameroon | Gulf of Guinea Is.",Ghana | Nigeria | Senegal | Sierra Leone | Cameroon,https://www.worldfloraonline.org/taxon/wfo-0000887105
Clusia rosea Jacq. ’Princess’,Clusia rosea Jacq.,5421060,wfo-0000612436,Clusia rosea Jacq.,Colombia | United States of America,CO | US,4,4,very_low,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southeastern U.S.A. Florida | Southeastern U.S.A. | Florida | Southern America Caribbean Aruba | Southern America | Caribbean | Aruba | Bahamas | Cayman Is. | Cuba | Dominican Republic | Haiti | Jamaica | Leeward Is. | Netherlands Antilles | Puerto Rico | Trinidad-Tobago | Turks-Caicos Is. | Venezuelan Antilles | Windward Is. | Central America Belize | Central America | Belize | Central American Pacific Is. | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Colombia | Western South America | Colombia | Ecuador,Mexico | United Kingdom | Aruba | Cuba | Dominican Republic | Haiti | Jamaica | Kingdom of the Netherlands | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Brazil | France | Guyana | Suriname | Venezuela | Colombia | Ecuador,https://www.worldfloraonline.org/taxon/wfo-0000612436
Coccothrinax readii H.J.Quero R.,Coccothrinax readii H.J.Quero,2735226,wfo-0000901549,Coccothrinax readii H.J.Quero,,,0,0,none,Northern America Mexico Mexico Southeast | Northern America | Mexico | Mexico Southeast | Southern America Central America Belize | Southern America | Central America | Belize | Provided by: | [B].The World Checklist of Vascular Plants (WCVP),Mexico | Belize,https://www.worldfloraonline.org/taxon/wfo-0000901549
Cocos nucifera L.,Cocos nucifera L.,2735117,wfo-0000903570,Cocos nucifera L.,Australia | Cocos (Keeling) Islands | Colombia | Philippines | Seychelles | Tonga,AU | CC | CO | PH | SC | TO,51,51,medium,Asia-Tropical Malesia Maluku | Asia-Tropical | Malesia | Maluku | Philippines | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland | Pacific Southwestern Pacific Samoa | Pacific | Southwestern Pacific | Samoa | Santa Cruz Is. | Tokelau-Manihiki | Tonga | Vanuatu,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji | Samoa | Tonga,https://www.worldfloraonline.org/taxon/wfo-0000903570
Cocos nucifera L. 'King',Cocos nucifera L.,2735117,wfo-0000903570,Cocos nucifera L.,Australia | Cocos (Keeling) Islands | Colombia | Philippines | Seychelles | Tonga,AU | CC | CO | PH | SC | TO,51,51,medium,Asia-Tropical Malesia Maluku | Asia-Tropical | Malesia | Maluku | Philippines | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland | Pacific Southwestern Pacific Samoa | Pacific | Southwestern Pacific | Samoa | Santa Cruz Is. | Tokelau-Manihiki | Tonga | Vanuatu,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji | Samoa | Tonga,https://www.worldfloraonline.org/taxon/wfo-0000903570
Cocos nucifera L. 'Maypan',Cocos nucifera L.,2735117,wfo-0000903570,Cocos nucifera L.,Australia | Cocos (Keeling) Islands | Colombia | Philippines | Seychelles | Tonga,AU | CC | CO | PH | SC | TO,51,51,medium,Asia-Tropical Malesia Maluku | Asia-Tropical | Malesia | Maluku | Philippines | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland | Pacific Southwestern Pacific Samoa | Pacific | Southwestern Pacific | Samoa | Santa Cruz Is. | Tokelau-Manihiki | Tonga | Vanuatu,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji | Samoa | Tonga,https://www.worldfloraonline.org/taxon/wfo-0000903570
Coffea arabica L.,Coffea arabica L.,2895345,wfo-0000910097,Coffea arabica L.,Australia | Chinese Taipei | Fiji | United Kingdom of Great Britain and Northern Ireland,AU | FJ | GB | TW,13,13,low,Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Northeast Tropical Africa Ethiopia | Northeast Tropical Africa | Ethiopia | Sudan,Kenya | Ethiopia | Sudan,https://www.worldfloraonline.org/taxon/wfo-0000910097
Coffea arabica L. 'Bourbon',Coffea arabica L.,2895345,wfo-0000910097,Coffea arabica L.,Australia | Chinese Taipei | Fiji | United Kingdom of Great Britain and Northern Ireland,AU | FJ | GB | TW,13,13,low,Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Northeast Tropical Africa Ethiopia | Northeast Tropical Africa | Ethiopia | Sudan,Kenya | Ethiopia | Sudan,https://www.worldfloraonline.org/taxon/wfo-0000910097
Coffea arabica L. 'Nana',Coffea arabica L.,2895345,wfo-0000910097,Coffea arabica L.,Australia | Chinese Taipei | Fiji | United Kingdom of Great Britain and Northern Ireland,AU | FJ | GB | TW,13,13,low,Africa East Tropical Africa Kenya | Africa | East Tropical Africa | Kenya | Northeast Tropical Africa Ethiopia | Northeast Tropical Africa | Ethiopia | Sudan,Kenya | Ethiopia | Sudan,https://www.worldfloraonline.org/taxon/wfo-0000910097
Coffea canephora Pierre ex A.Froehner,Coffea canephora Pierre ex A.Froehner,2895528,wfo-0000910571,Coffea canephora Pierre ex A.Froehner,"Afghanistan | Angola | Benin | Brunei Darussalam | Cameroon | Central African Republic | Congo | Congo, Democratic Republic of the | Costa Rica | Côte d’Ivoire | Dominica | Equatorial Guinea | Gabon | Ghana | Guinea | Indonesia | Jamaica | Madagascar | Malaysia | Mayotte | Netherlands | New Caledonia | Nigeria | Philippines | Portugal | Puerto Rico | Réunion | Sao Tome and Principe | Sierra Leone | South Africa | Sri Lanka | Tanzania, United Republic of | Thailand | Trinidad and Tobago | Uganda | United States of America",AF | AO | BJ | BN | CD | CF | CG | CI | CM | CR | DM | GA | GH | GN | GQ | ID | JM | LK | MG | MY | NC | NG | NL | PH | PR | PT | RE | SL | ST | TH | TT | TZ | UG | US | YT | ZA,252,252,high,Africa East Tropical Africa Tanzania | Africa | East Tropical Africa | Tanzania | Uganda | Northeast Tropical Africa Sudan | Northeast Tropical Africa | Sudan | South Tropical Africa Angola | South Tropical Africa | Angola | West Tropical Africa Benin | West Tropical Africa | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Togo | West-Central Tropical Africa Cabinda | West-Central Tropical Africa | Cabinda | Cameroon | Central African Republic | Congo | Gabon | Zaire,Tanzania | Uganda | Sudan | Angola | Benin | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Nigeria | Togo | Cameroon | Central African Republic | Gabon | Zaire,https://www.worldfloraonline.org/taxon/wfo-0000910571
Colocasia esculenta (L.) Schott.,Colocasia esculenta (L.) Schott,5330776,wfo-0000917419,Colocasia esculenta (L.) Schott,Australia | China | Chinese Taipei | Colombia | India | Indonesia | Japan | Papua New Guinea | Philippines | Spain | Uganda,AU | CN | CO | ES | ID | IN | JP | PG | PH | TW | UG,80,80,medium,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Eastern Asia Taiwan | Eastern Asia | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Indo-China Laos | Indo-China | Laos | Myanmar | Thailand | Malesia Malaya | Malesia | Malaya | Sumatera,Taiwan | Cameroon | India | Bangladesh | Nepal | Laos | Myanmar | Thailand | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Russia,https://www.worldfloraonline.org/taxon/wfo-0000917419
Colvillea racemosa Bojer ex Hook.,Colvillea racemosa Bojer ex Hook.,10704829,wfo-0000186694,Colvillea racemosa Bojer,,,0,0,none,Africa Western Indian Ocean Madagascar | Africa | Western Indian Ocean | Madagascar,Madagascar,https://www.worldfloraonline.org/taxon/wfo-0000186694
Cordia myxa L. non Forssk.,Cordia myxa L.,5341290,wfo-0000620765,Cordia myxa L.,Australia,AU,7,7,very_low,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Provided by: | [H].Plants of Nepal | Synonyms | Argyreia arborea Lour. | Argyreia arborea | Lour. | Bourreria glabra (Roth) G.Don | Bourreria glabra | (Roth) G.Don | Cordia latifolia Wall. ex G.Don | Cordia latifolia | Wall. ex G.Don | Cordia officinalis Lam. | Cordia officinalis | Lam. | Cordia paniculata Roth | Cordia paniculata | Roth | Cordia petta-pelioporet B.Heyne ex Roth | Cordia petta-pelioporet | B.Heyne ex Roth | Cordia scabrifolia Griseb. | Cordia scabrifolia | Griseb. | Cordia sebestena Forssk. | Cordia sebestena | Forssk. | Ehretia glabra Roth | Ehretia glabra | Ehretia glabra Roth ex Roem. & Schult. | Roth ex Roem. & Schult. | Gerascanthus myxus (L.) Borhidi | Gerascanthus myxus | (L.) Borhidi | Lithocardium myxa Kuntze | Lithocardium myxa | Kuntze | Quarena indica Raf. | Quarena indica | Raf. | Sebestena myxa (L.) J.Presl | Sebestena myxa | (L.) J.Presl | Sebestena officinalis Gaertn. | Sebestena officinalis | Gaertn. | Vitex gomphophylla Baker | Vitex gomphophylla | Baker | [A].Cordiaceae,Nepal,https://www.worldfloraonline.org/taxon/wfo-0000620765
Couroupita guianensis Auhl.,Couroupita guianensis Aubl.,3082562,wfo-0000775148,Couroupita guianensis Aubl.,Brazil | Colombia | Ecuador | Nicaragua,BR | CO | EC | NI,104,104,medium,Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amazonas | Parí | Goiás | Central America Panamá | Central America | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Brazil | Israel | Cuba | France | Guyana | Suriname | Venezuela | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000775148
Ctenanthe amabilis (E.Morren) H.A.Kenn. & Nicolson,Ctenanthe amabilis (É.Morren) H.Kenn. & Nicolson,2762431,wfo-0000365193,Ctenanthe amabilis (É.Morren) H.Kenn. & Nicolson,Brazil,BR,1,1,very_low,Southern America Brazil Brazil Southeast | Southern America | Brazil | Brazil Southeast,Brazil,https://www.worldfloraonline.org/taxon/wfo-0000365193
Cubanola domingensis (Britton) Aiella,Cubanola domingensis (Britton) Aiello,2893015,wfo-0000933427,Cubanola domingensis (Britton) Aiello,Dominican Republic,DO,1,1,very_low,Southern America Caribbean Dominican Republic | Southern America | Caribbean | Dominican Republic | Provided by: | [B].The World Checklist of Vascular Plants (WCVP) | Synonyms | Portlandia domingensis Britton | Portlandia domingensis | Britton | [A].Rubiaceae,United Kingdom | Dominican Republic,https://www.worldfloraonline.org/taxon/wfo-0000933427
Curculigo capitulata (Lour.) Kantze.,Curculigo capitulata (Lour.) Kuntze,2852556,wfo-0000764772,Curculigo capitulata (Lour.) Kuntze,Australia | China | Chinese Taipei,AU | CN | TW,8,8,very_low,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Tibet | Eastern Asia Taiwan | Eastern Asia | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | Nepal | Indo-China Laos | Indo-China | Laos | Myanmar | Nicobar Is. | Thailand | Vietnam | Malesia Jawa | Malesia | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea | Solomon Is. | Australasia Australia Queensland | Australasia | Australia | Queensland,People's Republic of China | Taiwan | Tibet | United States | Cameroon | India | Bangladesh | Nepal | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Nigeria | Russia | Democratic Republic of the Congo | Netherlands | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji,https://www.worldfloraonline.org/taxon/wfo-0000764772
