input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_synonym_count,gbif_english_name,gbif_english_names,gbif_english_name_count,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_id_method,wfo_query_used,wfo_url,wfo_habitat,wfo_native_distribution,wfo_distribution_raw,wfo_distribution_label,wfo_habitat_label
Musa x paradisiaca L. 'Valerie',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,19,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",5,Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,matching_api,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Nautilocalyx lynchii Hook.f.,EXACT,88,Nautilocalyx lynchii,Nautilocalyx lynchii,Nautilocalyx lynchii (Hook.fil.) Sprague,3820178,,0,,,0,Brazil,BR,1,1,very_low,wfo-0001064811,matching_api,Nautilocalyx lynchii,https://www.worldfloraonline.org/taxon/wfo-0001064811,Terrícola Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Neptunia plena (L.) Benth.,EXACT,100,Neptunia plena,Neptunia plena,Neptunia plena (L.) Benth.,5353568,Neptunia plena f. lumbricoides Fassett | Neptunia polyphylla (DC.) Benth. | Neptunia surinamensis Steud.,3,Waterthistle,"Dead and Awake | Ponpon jòn, Ponpon ma, Akasya jòn | Water Dead And Awake | Water Dead-and-Awake | Waterthistle | water sensitive",6,Australia | Bolivia (Plurinational State of) | Brazil | Chinese Taipei | Ecuador | Guyana | Mexico | Paraguay | Peru,AU | BO | BR | EC | GY | MX | PE | PY | TW,490,490,high,wfo-0000174148,matching_api,Neptunia plena,https://www.worldfloraonline.org/taxon/wfo-0000174148,Aquática Terrícola Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Oxalis triangularis A. St.-Hil. var. purpurea,HIGHERRANK,100,Oxalis triangularis,Oxalis triangularis,Oxalis triangularis A.St.-Hil.,7156971,Oxalis triangularis var. lepida Progel,1,Wood Sorrel,Wood Sorrel | azedinha,2,Argentina | Brazil,AR | BR,291,291,high,wfo-0001089468,matching_api,Oxalis triangularis,https://www.worldfloraonline.org/taxon/wfo-0001089468,Terrícola Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Pachira affinis Decne.,EXACT,100,Pachira affinis,Pachira affinis,Pachira affinis (Mart.) Decne.,4073166,,0,,,0,,,0,0,none,wfo-0000397431,matching_api,Pachira affinis,https://www.worldfloraonline.org/taxon/wfo-0000397431,Life Form,,,,habitat
Pachira aquatica Aubl.,EXACT,100,Pachira aquatica,Pachira aquatica,Pachira aquatica Aubl.,3152235,Pachira aquatica var. aquatica | Pachira aquatica var. occidentalis Cuatrec. | Pachira aquatica var. surinamensis Decne. | Pachira carolinea Dum.Cours. | Pachira grandiflora Tussac | Pachira longiflora Hook. | Pachira longifolia Hook. | Pachira macrocarpa (Cham. & Schltdl.) Walp. | Pachira pustulifera Pittier | Pachira villosula Pittier | Pachira villulosa Pittier,11,Guiana-Chestnut,"Guiana-Chestnut | Hazo be | Malabar chestnut, French peanut, Guiana chestnut, Provision tree, Saba nut | Malabar-chestnut",4,Argentina | Brazil | Colombia | Ecuador | Mexico | Venezuela (Bolivarian Republic of),AR | BR | CO | EC | MX | VE,367,367,high,wfo-0000397427,matching_api,Pachira aquatica,https://www.worldfloraonline.org/taxon/wfo-0000397427,Terrícola Provided by: [ C ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Palisota schweinfurthii C.B.Clarke,EXACT,100,Palisota schweinfurthii,Palisota schweinfurthii,Palisota schweinfurthii C.B.Clarke,2763810,,0,,,0,,,0,0,none,wfo-0000488837,matching_api,Palisota schweinfurthii,https://www.worldfloraonline.org/taxon/wfo-0000488837,Life Form,Cameroun | Guinée équatoriale (Bioko) | Gabon | République du Congo | République démocratique du Congo | République Centrafricaine | Soudan du Sud | Burundi | Ouganda | Tanzanie et Angola ; au Gabon dans l’Estuaire | le Haut-Ogooué | la Ngounié | l’Ogooué-Ivindo | l’Ogooué-Lolo et l’Ogooué-Maritime. Provided by: [ C ]. Flore du Gabon Source: [ 14 ].,"Cameroun, Guinée équatoriale (Bioko), Gabon, République du Congo, République démocratique du Congo, République Centrafricaine, Soudan du Sud, Burundi, Ouganda, Tanzanie et Angola ; au Gabon dans l’Estuaire, le Haut-Ogooué, la Ngounié, l’Ogooué-Ivindo, l’Ogooué-Lolo et l’Ogooué-Maritime. Provided by: [ C ]. Flore du Gabon Source: [ 14 ].",distribution,habitat
Passiflora citrina J.M.Macdougal,EXACT,88,Passiflora citrina,Passiflora citrina,Passiflora citrina J.M.Mac Dougal,3587717,,0,,,0,,,0,0,none,wfo-0000479819,matching_api,Passiflora citrina,https://www.worldfloraonline.org/taxon/wfo-0000479819,Life Form,,,,habitat
Passiflora coriacea Juss.,EXACT,100,Passiflora coriacea,Passiflora coriacea,Passiflora coriacea Juss.,7565198,Passiflora biformis Mast. | Passiflora cheiroptera Cortés | Passiflora clypeata Sm. | Passiflora coriacea var. marmorata Regel | Passiflora difformis Kunth | Passiflora obtusifolia Sessé & Moc.,6,bat-leaf passionflower,bat-leaf passionflower,1,Colombia,CO,4,4,very_low,wfo-0000480045,matching_api,Passiflora coriacea,https://www.worldfloraonline.org/taxon/wfo-0000480045,Life Form,Mexico to British Guiana and Bolivia | from near sea level to about 2 | 000 m. Provided by: [ A ]. Flora de Panama Source: [ 3 2 ].,"Mexico to British Guiana and Bolivia, from near sea level to about 2,000 m. Provided by: [ A ]. Flora de Panama Source: [ 3 2 ].",distribution,habitat
Passiflora edulis Sims.,EXACT,100,Passiflora edulis,Passiflora edulis,Passiflora edulis Sims,2874190,Passiflora cuneifolia Cav. | Passiflora diaden Vell. | Passiflora edulis f. edulis | Passiflora edulis var. edulis | Passiflora edulis var. pomifera (M.Roem.) Mast. | Passiflora edulis var. rubricaulis (J.Jacq.) Mast. | Passiflora fragrans Regel ex Mast. | Passiflora gratissima A.St-Hil. | Passiflora incarnata Ker Gawl. | Passiflora iodocarpa Barb.Rodr. | Passiflora middletoniana Paxton | Passiflora pallidiflora Bertol. | Passiflora perfecta J.R.Duncan & V.C.Davies | Passiflora picroderma Barb.Rodr. | Passiflora pomifera M.Roem. | Passiflora rubricaulis J.Jacq. | Passiflora vernicosa Barb.Rodr.,17,Passion Fruit,"Grinadel | Passion Fruit | Passionfruit, Purple granadilla, Purple passionfruit, Black passion fruit | Purple granadilla | common passionfruit | couzou | fruit de la passion",7,Brazil | Chinese Taipei | Colombia,BR | CO | TW,1483,900,high,wfo-0000479905,matching_api,Passiflora edulis,https://www.worldfloraonline.org/taxon/wfo-0000479905,"Bords de route, jachères, savanes rudéralisées, brousses secondaires, forêts dégradées, galeries forestières, landes à Erica; jusqu'à 2600 m d'altitude. Provided by: [ D ]. Flore d'Afrique Centrale Source: [ 9 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Passiflora foetida L.,EXACT,100,Passiflora foetida,Passiflora foetida,Passiflora foetida L.,2874211,Passiflora balansae Chodat | Passiflora ciliata var. polyadena Griseb. | Passiflora foetida Vell. | Passiflora foetida f. glabra A.Fern. & R.Fern. | Passiflora foetida f. latifolia Kuntze | Passiflora foetida f. suberecta Chodat & Hassl. | Passiflora foetida subsp. polyadena (Griseb.) Borhidi | Passiflora foetida var. ellisonii Vanderpl. | Passiflora foetida var. fluminensis (M.Roem.) Killip | Passiflora foetida var. gardneri Killip | Passiflora foetida var. glaziovii Killip | Passiflora foetida var. gossypiifolia Kuntze | Passiflora foetida var. longipedunculata Killip,13,Killip,Corona di La Birgen | Fetid passionflower | Killip | Korona di la Birgen | Koronashon | Maraca,6,Argentina | Australia | Bolivia (Plurinational State of) | Brazil | Chinese Taipei | Colombia | Mexico,AR | AU | BO | BR | CO | MX | TW,1882,900,high,wfo-0000479879,matching_api,Passiflora foetida,https://www.worldfloraonline.org/taxon/wfo-0000479879,"Galeries forestières, forêts secondaires, clairières de forêts sèches, recrûs forestiers, savanes, bords des chemins, défrichements, jachères, cultures, plages des lacs, sur sol sablonneux, rudéral; jusqu'à 1000 m d'altitude. Provided by: [ G ]. Flore d'Afrique Centrale Source: [ 13 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Passiflora incarnata L.,EXACT,100,Passiflora incarnata,Passiflora incarnata,Passiflora incarnata L.,2874218,Passiflora edulis var. keri (Spreng.) Mast. | Passiflora incarnata f. alba Waterf. | Passiflora incarnata var. integriloba DC. | Passiflora incarnata var. major Sweet | Passiflora keri Spreng. | Passiflora rigidula J.Jacq.,6,maypop,Purple Passionflower | apricot-vine | maypop | maypop passionflower | passionflower,5,United States of America,US,9,9,very_low,wfo-0001090757,matching_api,Passiflora incarnata,https://www.worldfloraonline.org/taxon/wfo-0001090757,Terrícola Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,Introduced distribution,Introduced distribution,native distribution,habitat
Passiflora quadrangularis L.,EXACT,100,Passiflora quadrangularis,Passiflora quadrangularis,Passiflora quadrangularis L.,2874183,Passiflora grandiflora Salisb. | Passiflora hexangularis Raeusch. | Passiflora hullettii Mast. | Passiflora macrocarpa Mast. | Passiflora macrocarpa W.Thomps. | Passiflora macroceps Mast. | Passiflora quadrangularis Triana & Planch. | Passiflora quadrangularis var. acubifolia Van Geert | Passiflora quadrangularis var. alata Ewbank | Passiflora quadrangularis var. decaisneana Pritz. | Passiflora quadrangularis var. sulcata (Jacq.) DC. | Passiflora quadrangularis var. variegata Veitch | Passiflora sulcata Jacq. | Passiflora tetragona M.Roem.,14,Giant Granadilla,Barbadini | Giant Granadilla,2,Bahamas | Brazil | Colombia | Fiji | Mexico,BR | BS | CO | FJ | MX,56,56,medium,wfo-0000480101,matching_api,Passiflora quadrangularis,https://www.worldfloraonline.org/taxon/wfo-0000480101,Jachères; jusqu'à 750 m d'altitude. Provided by: [ C ]. Flore d'Afrique Centrale Source: [ 11 ].,Introduced distribution,Introduced distribution,native distribution,habitat
Passiflora x violacea 'Atropurpurea',EXACT,85,Passiflora violacea,Passiflora violacea,Passiflora × violacea Loisel.,7152266,Passiflora caerulea var. caeruleoracemosa G.Don | Passiflora caeruleo-racemosa Sabine | Passiflora hybrida Nees & Sinning | Passiflora ×hybrida F.Dietr. | Passiflora ×sanguinea Colla,5,Violet passionflower,Violet passionflower,1,,,0,0,none,wfo-0000482103,matching_api,Passiflora violacea,https://www.worldfloraonline.org/taxon/wfo-0000482103,Life Form,,,,habitat
Phyllanthus inflatus Hutch,EXACT,100,Phyllanthus inflatus,Phyllanthus inflatus,Phyllanthus inflatus Hutch.,5381231,,0,,,0,,,0,0,none,wfo-0000271217,matching_api,Phyllanthus inflatus,https://www.worldfloraonline.org/taxon/wfo-0000271217,Life Form,,,,habitat
Phyllanthus reticulatus Poir.,EXACT,100,Phyllanthus reticulatus,Phyllanthus reticulatus,Phyllanthus reticulatus Poir.,5382478,,0,Potato bush,Potato bush | potato-bush,2,Australia | Chinese Taipei | India,AU | IN | TW,45,45,low,wfo-0000271947,matching_api,Phyllanthus reticulatus,https://www.worldfloraonline.org/taxon/wfo-0000271947,Riverbanks and streambanks. Provided by: [ D ]. e-Flora of South Africa Source: [ 4 ].,Introduced distribution,Introduced distribution,native distribution,habitat
Pilea involucrata (Sims) C.H.Wright & Dewar 'Moon Walley',EXACT,96,Pilea involucrata,Pilea involucrata,Pilea involucrata (Sims) C.H.Wright & Dewar,7698424,,0,Friendship Plant,Friendship Plant,1,,,0,0,none,wfo-0000510037,matching_api,Pilea involucrata,https://www.worldfloraonline.org/taxon/wfo-0000510037,Life Form,,,,habitat
Pilea involucrata (Sims) C.H.Wright & Dewar 'Norfolk',EXACT,96,Pilea involucrata,Pilea involucrata,Pilea involucrata (Sims) C.H.Wright & Dewar,7698424,,0,Friendship Plant,Friendship Plant,1,,,0,0,none,wfo-0000510037,matching_api,Pilea involucrata,https://www.worldfloraonline.org/taxon/wfo-0000510037,Life Form,,,,habitat
Piper betle L.,EXACT,100,Piper betle,Piper betle,Piper betle L.,4187904,Piper anisodorum Blanco | Piper anisodorum Náves | Piper anisodorum Náves ex Fern.-Vill. | Piper bathicarpum C.DC. | Piper betel Blanco,5,betel,Betel Pepper | Rambo | Rambu | betel | betelvine,5,Chinese Taipei | India | Papua New Guinea,IN | PG | TW,10,10,low,wfo-0000479518,matching_api,Piper betle,https://www.worldfloraonline.org/taxon/wfo-0000479518,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Piper kadzura (Choisy) Ohwi.,FUZZY,100,Piper kadsura,Piper kadsura,Piper kadsura (Choisy) Ohwi,4183601,Piper arboricola C.DC. | Piper futokadsura Siebold | Piper futokadsura var. macrophyllum Nakai | Piper futokadzura Siebold | Piper kadsura f. macrophyllum (Nakai) M.Mizush. | Piper kadsura var. boninense M.Mizush. | Piper rupigaudens C.DC. | Piper subglaucescens C.DC. | Piper taquetii C.DC.,9,Kadsura pepper,Kadsura pepper | f&umacr;t&omacr;-kazura | feng teng,3,Chinese Taipei | Japan,JP | TW,80,80,medium,wfo-0000486229,matching_api,Piper kadsura,https://www.worldfloraonline.org/taxon/wfo-0000486229,Life Form,,,,habitat
Piper longum L.,EXACT,100,Piper longum,Piper longum,Piper longum L.,3086338,Piper latifolium W.Hunter | Piper roxburghii (Miq.) J.Presl | Piper sarmentosum Wall. | Piper turbinatum Noronha,4,long pepper,Indian long pepper | bi bo | jaborandi pepper | long pepper,4,,,0,0,none,wfo-0000486013,matching_api,Piper longum,https://www.worldfloraonline.org/taxon/wfo-0000486013,Life Form,Introduced distribution,Introduced distribution,native distribution,habitat
Piper magnificum Trel.,EXACT,100,Piper magnificum,Piper magnificum,Piper magnificum Gentil ex Trel.,7860851,Piper bicolor Yunck. | Piper magnificum (Linden) Gentil,2,,,0,,,0,0,none,wfo-0001092849,matching_api,Piper magnificum,https://www.worldfloraonline.org/taxon/wfo-0001092849,Life Form,,,,habitat
Plumeria alba L.,EXACT,100,Plumeria alba,Plumeria alba,Plumeria alba L.,3169673,Plumeria alba var. jacquiniana A.DC. | Plumeria hypoleuca var. angustifolia Gasp. | Plumeria revolutifolia Stokes,3,milktree,Franjipanyé | Nosegaytree | Pigion Wood | West Indian-jasmine | Wild Frangepane | caterpillar-tree | milktree | pagoda-tree | pigeonwood,9,,,1,1,very_low,wfo-0000279064,matching_api,Plumeria alba,https://www.worldfloraonline.org/taxon/wfo-0000279064,Life Form tree Provided by: [G].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Plumeria rubra L.,EXACT,100,Plumeria rubra,Plumeria rubra,Plumeria rubra L.,3169674,Plumeria acuminata W.T.Aiton | Plumeria acutifolia Poir. | Plumeria acutifolia var. gasparrinii A.DC. | Plumeria angustifolia A.DC. | Plumeria arborea Noronha | Plumeria arborescens G.Don | Plumeria aurantia Bosse | Plumeria aurantia Endl. | Plumeria aurantia Lodd. | Plumeria aurantia Lodd. ex G.Don | Plumeria aurantiaca Steud. | Plumeria bicolor Ruiz & Pav. | Plumeria blandfordiana Lodd. ex G.Don | Plumeria carinata Ruiz & Pav. | Plumeria conspicua G.Don | Plumeria gouanii D.Don | Plumeria gouanii D.Don ex G.Don | Plumeria incarnata Mill. | Plumeria incarnata var. milleri (G.Don) A.DC. | Plumeria jamesonii Hook.,20,Frangipani,Angaiabe | Frangipani,2,Colombia,CO,2,2,very_low,wfo-0000279184,matching_api,Plumeria rubra,https://www.worldfloraonline.org/taxon/wfo-0000279184,Life Form tree Provided by: [O].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Polyalthia suberosa (Raxb.) Thwaites,EXACT,100,Polyalthia suberosa,Polyalthia suberosa,Polyalthia suberosa (Roxb.) Thwaites,3156325,"Polyalthia malabarica (Bedd.) I.M.Turner | Polyalthia suberosa (Roxb.) Hook.f. & Thomson, 1872 | Polyalthia suberosa var. laevis Boerl.",3,Polyalthia plant,Corky Debbar Tree | Polyalthia plant,2,,,1,1,very_low,wfo-0001066143,matching_api,Polyalthia suberosa,https://www.worldfloraonline.org/taxon/wfo-0001066143,Life Form tree Provided by: [F].Global Tree Search,Introduced distribution,Introduced distribution,native distribution,habitat
Pseudorhipsalis ramulosa (Salm-Dyck) Barthlott ,EXACT,100,Pseudorhipsalis ramulosa,Pseudorhipsalis ramulosa,Pseudorhipsalis ramulosa (Salm-Dyck) Barthlott,7283547,Pseudorhipsalis ramulosa f. ramulosa,1,,,0,Brazil | Mexico,BR | MX,3,3,very_low,wfo-0000397959,matching_api,Pseudorhipsalis ramulosa,https://www.worldfloraonline.org/taxon/wfo-0000397959,Epífita Provided by: [ A ]. Brazilian Flora 2020 project - Projeto Flora do Brasil 2020,,,,habitat
Pseudospondias microcarpa Engl.,EXACT,100,Pseudospondias microcarpa,Pseudospondias microcarpa,Pseudospondias microcarpa (A.Rich.) Engl.,3660956,Pseudospondias microcarpa var. hirsuta Brenan | Pseudospondias microcarpa var. microcarpa,2,bume,"Hazo mafo, Hazo mafo malandi | agopia | angombe | bambiso | bololo | boolo | bosasange | bubilu | bume | butolo | esasanga | esengi | esensau | garagara | kigamo | kiumvu | kiungu",17,Guinea-Bissau,GW,1,1,very_low,wfo-0000393818,matching_api,Pseudospondias microcarpa,https://www.worldfloraonline.org/taxon/wfo-0000393818,"Forêts denses humides, primitives et secondaires, forêts sur sols hygromorphes, galeries forestières. Provided by: [ D ]. Flore d'Afrique Centrale Source: [ 21 ].",du Sénégal au Nigéria | au Cameroun | à la Guinée équatoriale | au Gabon | à la République du Congo | à la République démocratique du Congo | à l’Angola et de l’Ouganda au Malawi ; au Gabon | connue de toutes les provinces | cependant commun dans l’Ogooué-Ivindo (La Lope) et le Haut-Ogooué. Provided by: [ B ]. Flore du Gabon Source: [ 16 ].,"du Sénégal au Nigéria, au Cameroun, à la Guinée équatoriale, au Gabon, à la République du Congo, à la République démocratique du Congo, à l’Angola et de l’Ouganda au Malawi ; au Gabon, connue de toutes les provinces, cependant commun dans l’Ogooué-Ivindo (La Lope) et le Haut-Ogooué. Provided by: [ B ]. Flore du Gabon Source: [ 16 ].",distribution,habitat
Psidium cattleyanum Afzel. ex Sabine 'Limon',FUZZY,92,Psidium cattleianum,Psidium cattleianum,Psidium cattleianum Afzel. ex Sabine,5420641,Psidium buxifolium Nutt. | Psidium cattleianum Afzel. | Psidium cattleianum var. cattleianum | Psidium cattleianum var. littorale (Raddi) Fosberg | Psidium cattleianum var. littorale (Raddi) Mattos | Psidium cattleianum var. purpureum Mattos | Psidium cattleianum var. pyriformis Mattos | Psidium cattleyanum f. lucidum O.Deg. | Psidium cattleyanum var. coriaceum Kiaersk. | Psidium cattleyanum var. coriaceum O.Berg,10,Cattley guava,"Cattley guava | Cattley guava, Cherry guava, Strawberry guava | Chinese guava | Erdbeer-Guave | M'pouera m'tsongoma, Mtsongoma mpwera | Mapouera keli | Strawberry guava",7,Brazil | Seychelles,BR | SC,1437,900,high,wfo-0000284334,matching_api,Psidium cattleianum,https://www.worldfloraonline.org/taxon/wfo-0000284334,Life Form,,,,habitat
Psidium cattleyanum Afzel. ex Sabine 'Red-Macrocarpa',FUZZY,92,Psidium cattleianum,Psidium cattleianum,Psidium cattleianum Afzel. ex Sabine,5420641,Psidium buxifolium Nutt. | Psidium cattleianum Afzel. | Psidium cattleianum var. cattleianum | Psidium cattleianum var. littorale (Raddi) Fosberg | Psidium cattleianum var. littorale (Raddi) Mattos | Psidium cattleianum var. purpureum Mattos | Psidium cattleianum var. pyriformis Mattos | Psidium cattleyanum f. lucidum O.Deg. | Psidium cattleyanum var. coriaceum Kiaersk. | Psidium cattleyanum var. coriaceum O.Berg,10,Cattley guava,"Cattley guava | Cattley guava, Cherry guava, Strawberry guava | Chinese guava | Erdbeer-Guave | M'pouera m'tsongoma, Mtsongoma mpwera | Mapouera keli | Strawberry guava",7,Brazil | Seychelles,BR | SC,1437,900,high,wfo-0000284334,matching_api,Psidium cattleianum,https://www.worldfloraonline.org/taxon/wfo-0000284334,Life Form,,,,habitat
Psidium cattleyanum Afzel. ex Sabine 'Rojo',FUZZY,92,Psidium cattleianum,Psidium cattleianum,Psidium cattleianum Afzel. ex Sabine,5420641,Psidium buxifolium Nutt. | Psidium cattleianum Afzel. | Psidium cattleianum var. cattleianum | Psidium cattleianum var. littorale (Raddi) Fosberg | Psidium cattleianum var. littorale (Raddi) Mattos | Psidium cattleianum var. purpureum Mattos | Psidium cattleianum var. pyriformis Mattos | Psidium cattleyanum f. lucidum O.Deg. | Psidium cattleyanum var. coriaceum Kiaersk. | Psidium cattleyanum var. coriaceum O.Berg,10,Cattley guava,"Cattley guava | Cattley guava, Cherry guava, Strawberry guava | Chinese guava | Erdbeer-Guave | M'pouera m'tsongoma, Mtsongoma mpwera | Mapouera keli | Strawberry guava",7,Brazil | Seychelles,BR | SC,1437,900,high,wfo-0000284334,matching_api,Psidium cattleianum,https://www.worldfloraonline.org/taxon/wfo-0000284334,Life Form,,,,habitat
Psidium friedrichstahlianum (O.Berg) Niedenzu.,FUZZY,99,Psidium friedrichsthalianum,Psidium friedrichsthalianum,Psidium friedrichsthalianum (O.Berg) Nied.,5420358,,0,wild guava,Costa Rican guava | wild guava,2,Brazil | Colombia | Costa Rica,BR | CO | CR,71,71,medium,wfo-0000284404,matching_api,Psidium friedrichsthalianum,https://www.worldfloraonline.org/taxon/wfo-0000284404,Life Form,Throughout Central America Provided by: [ C ]. Flora de Panama Source: [ 5 ].,Throughout Central America Provided by: [ C ]. Flora de Panama Source: [ 5 ].,distribution,habitat
Psidium guajava L. 'Bankog's Gigant',HIGHERRANK,100,Psidium guajava,Psidium guajava,Psidium guajava L.,5420380,Psidium angustifolium Lam. | Psidium aromaticum Blanco | Psidium chodatianum Barb.Rodr. | Psidium crispum Barb.Rodr. | Psidium cujavillus Burm.fil. | Psidium cujavus L. | Psidium ellipticum Barb.Rodr. | Psidium fragrans Macfad. | Psidium globosum Larrañaga | Psidium guajava f. cujavillus (Burm.f.) O.Deg. & I.Deg. | Psidium guajava subsp. cujavillum | Psidium guajava subsp. minor | Psidium guajava var. cujavillum (Burm.fil.) Krug & Urb. | Psidium guajava var. guajava,14,Guava,"Guava | Guava Tree | Guava, Common guava, Yellow guava, Lemon guava | Guave Tree",4,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,wfo-0000284421,matching_api,Psidium guajava,https://www.worldfloraonline.org/taxon/wfo-0000284421,"Disturbed areas or abandoned land. Cultivated, invades savanna, forest margins, roadsides, watercourses; origin tropical America, declared invader (Category 2). Provided by: [ E ]. e-Flora of South Africa Source: [ 30 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Psidium guajava L. 'Guajho Blanco',EXACT,96,Psidium guajava,Psidium guajava,Psidium guajava L.,5420380,Psidium angustifolium Lam. | Psidium aromaticum Blanco | Psidium chodatianum Barb.Rodr. | Psidium crispum Barb.Rodr. | Psidium cujavillus Burm.fil. | Psidium cujavus L. | Psidium ellipticum Barb.Rodr. | Psidium fragrans Macfad. | Psidium globosum Larrañaga | Psidium guajava f. cujavillus (Burm.f.) O.Deg. & I.Deg. | Psidium guajava subsp. cujavillum | Psidium guajava subsp. minor | Psidium guajava var. cujavillum (Burm.fil.) Krug & Urb. | Psidium guajava var. guajava,14,Guava,"Guava | Guava Tree | Guava, Common guava, Yellow guava, Lemon guava | Guave Tree",4,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,wfo-0000284421,matching_api,Psidium guajava,https://www.worldfloraonline.org/taxon/wfo-0000284421,"Disturbed areas or abandoned land. Cultivated, invades savanna, forest margins, roadsides, watercourses; origin tropical America, declared invader (Category 2). Provided by: [ E ]. e-Flora of South Africa Source: [ 30 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Psidium guajava L. 'Orange Pulp',EXACT,96,Psidium guajava,Psidium guajava,Psidium guajava L.,5420380,Psidium angustifolium Lam. | Psidium aromaticum Blanco | Psidium chodatianum Barb.Rodr. | Psidium crispum Barb.Rodr. | Psidium cujavillus Burm.fil. | Psidium cujavus L. | Psidium ellipticum Barb.Rodr. | Psidium fragrans Macfad. | Psidium globosum Larrañaga | Psidium guajava f. cujavillus (Burm.f.) O.Deg. & I.Deg. | Psidium guajava subsp. cujavillum | Psidium guajava subsp. minor | Psidium guajava var. cujavillum (Burm.fil.) Krug & Urb. | Psidium guajava var. guajava,14,Guava,"Guava | Guava Tree | Guava, Common guava, Yellow guava, Lemon guava | Guave Tree",4,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,wfo-0000284421,matching_api,Psidium guajava,https://www.worldfloraonline.org/taxon/wfo-0000284421,"Disturbed areas or abandoned land. Cultivated, invades savanna, forest margins, roadsides, watercourses; origin tropical America, declared invader (Category 2). Provided by: [ E ]. e-Flora of South Africa Source: [ 30 ].",Introduced distribution,Introduced distribution,native distribution,habitat
Psidium guajava L. 'Rosa Cubana',EXACT,96,Psidium guajava,Psidium guajava,Psidium guajava L.,5420380,Psidium angustifolium Lam. | Psidium aromaticum Blanco | Psidium chodatianum Barb.Rodr. | Psidium crispum Barb.Rodr. | Psidium cujavillus Burm.fil. | Psidium cujavus L. | Psidium ellipticum Barb.Rodr. | Psidium fragrans Macfad. | Psidium globosum Larrañaga | Psidium guajava f. cujavillus (Burm.f.) O.Deg. & I.Deg. | Psidium guajava subsp. cujavillum | Psidium guajava subsp. minor | Psidium guajava var. cujavillum (Burm.fil.) Krug & Urb. | Psidium guajava var. guajava,14,Guava,"Guava | Guava Tree | Guava, Common guava, Yellow guava, Lemon guava | Guave Tree",4,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,wfo-0000284421,matching_api,Psidium guajava,https://www.worldfloraonline.org/taxon/wfo-0000284421,"Disturbed areas or abandoned land. Cultivated, invades savanna, forest margins, roadsides, watercourses; origin tropical America, declared invader (Category 2). Provided by: [ E ]. e-Flora of South Africa Source: [ 30 ].",Introduced distribution,Introduced distribution,native distribution,habitat
