input_name,gbif_matchType,gbif_confidence,gbif_matched_scientificName,gbif_matched_canonicalName,gbif_matched_usageKey,gbif_accepted_usageKey,gbif_accepted_taxonomicStatus,gbif_accepted_hops,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_synonyms,gbif_synonym_count,gbif_synonyms_same_species,gbif_synonyms_same_species_count,gbif_synonyms_same_genus,gbif_synonyms_same_genus_count,gbif_english_name,gbif_english_names,gbif_english_name_count
Aristolochia trilobata L.,EXACT,100,Aristolochia trilobata L.,Aristolochia trilobata,8358388,8358388,ACCEPTED,0,Aristolochia trilobata,Aristolochia trilobata,Aristolochia trilobata L.,Aristolochia trilobata L. | Aristolochia appendiculata Vell. | Aristolochia caracasana Spreng. | Aristolochia macroura var. subtrifida Gomez | Aristolochia trifida Lam. | Aristolochia triloba Salisb. | Howardia trifida (Lam.) Klotzsch | Howardia trilobata (L.) Klotzsch | Passiflora caloneura Kurz,9,Aristolochia trilobata L. | Howardia trilobata (L.) Klotzsch,2,Aristolochia trilobata L. | Aristolochia appendiculata Vell. | Aristolochia caracasana Spreng. | Aristolochia macroura var. subtrifida Gomez | Aristolochia trifida Lam. | Aristolochia triloba Salisb.,6,Dutchman's Pipe,Bejuco De Santiago | Dutchman's Pipe,2
Aristolochia zollingeriana Miq,EXACT,100,Aristolochia zollingeriana Miq.,Aristolochia zollingeriana,5836315,5836315,ACCEPTED,0,Aristolochia zollingeriana,Aristolochia zollingeriana,Aristolochia zollingeriana Miq.,Aristolochia zollingeriana Miq. | Aristolochia hastata Klotzsch | Aristolochia kankaoensis Sasaki | Aristolochia kankauensis Sasaki | Aristolochia ramosii Merr. | Aristolochia roxburghiana subsp. kankaoensis (Sasaki) Kitam. | Aristolochia roxburghiana subsp. kankauensis (Sasaki) Kitam. | Aristolochia tagala subsp. kankauensis (Sasaki) T.Yamaz. | Aristolochia tagala var. kankaoensis (Sasaki) T.Yamaz. | Hocquartia kankaoensis (Sasaki) Nakai | Hocquartia kankaoensis (Sasaki) Nakai ex Masam. | Hocquartia kankauensis (Sasaki) Nakai | Hocquartia kankauensis (Sasaki) Nakai ex Masam.,13,Aristolochia zollingeriana Miq.,1,Aristolochia zollingeriana Miq. | Aristolochia hastata Klotzsch | Aristolochia kankaoensis Sasaki | Aristolochia kankauensis Sasaki | Aristolochia ramosii Merr. | Aristolochia roxburghiana subsp. kankaoensis (Sasaki) Kitam. | Aristolochia roxburghiana subsp. kankauensis (Sasaki) Kitam. | Aristolochia tagala subsp. kankauensis (Sasaki) T.Yamaz. | Aristolochia tagala var. kankaoensis (Sasaki) T.Yamaz.,9,,,0
Asplenium nidus L.,EXACT,100,Asplenium nidus L.,Asplenium nidus,2650676,2650676,ACCEPTED,0,Asplenium nidus,Asplenium nidus,Asplenium nidus L.,Asplenium nidus L. | Asplenium ellipticum (Fée) Copel. | Asplenium ficifolium Goldm. | Asplenium nidus var. nidus | Asplenium nidus var. plicatum Alderw. | Asplenium scolopendrium Lour. | Asplenium simplex Mett. | Neottopteris elliptica Fée | Neottopteris musaefolia J.Sm. | Neottopteris nidus (L.) J.Sm. | Neottopteris nidus (L.) J.Sm. ex Hook. | Neottopteris ovata J.Sm. | Neottopteris ovata J.Sm. ex Fée | Neottopteris rigida Fée | Neottopteris stenocarpa Fée | Neottopteris vulgaris J.Sm. | Phyllitis amboinica Rumph. | Phyllitis amboinica Rumph. ex Sw. | Polypodium giganteum Noronha | Tarachia simplex (Mett.) C.Presl | Thamnopteris nidus (L.) C.Presl,21,Asplenium nidus L. | Asplenium nidus var. nidus | Asplenium nidus var. plicatum Alderw. | Neottopteris nidus (L.) J.Sm. | Neottopteris nidus (L.) J.Sm. ex Hook. | Thamnopteris nidus (L.) C.Presl,6,Asplenium nidus L. | Asplenium ellipticum (Fée) Copel. | Asplenium ficifolium Goldm. | Asplenium nidus var. nidus | Asplenium nidus var. plicatum Alderw. | Asplenium scolopendrium Lour. | Asplenium simplex Mett.,7,Hawai'I Birdnest Fern,Hawai'I Birdnest Fern | Katafa | bird's-nest fern | nest fern,4
Averrhoa carambola L.,EXACT,100,Averrhoa carambola L.,Averrhoa carambola,2891641,2891641,ACCEPTED,0,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco | Connaropsis philippica Fern.-Vill. | Sarcotheca philippica (Fern.-Vill.) Hallier fil.,6,Averrhoa carambola L.,1,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,4,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",6
Averrhoa carambola L. ’B10’,EXACT,100,Averrhoa carambola L.,Averrhoa carambola,2891641,2891641,ACCEPTED,0,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco | Connaropsis philippica Fern.-Vill. | Sarcotheca philippica (Fern.-Vill.) Hallier fil.,6,Averrhoa carambola L.,1,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,4,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",6
Averrhoa carambola L. 'Fwang Tung'’,EXACT,96,Averrhoa carambola L.,Averrhoa carambola,2891641,2891641,ACCEPTED,0,Averrhoa carambola,Averrhoa carambola,Averrhoa carambola L.,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco | Connaropsis philippica Fern.-Vill. | Sarcotheca philippica (Fern.-Vill.) Hallier fil.,6,Averrhoa carambola L.,1,Averrhoa carambola L. | Averrhoa acutangula Stokes | Averrhoa microphylla Tardieu | Averrhoa pentandra Blanco,4,caramba,"Carambola | Kamranga | Madiro Rirana | Wajou Wachizoungou, Waju wamotsi | blimbing | caramba",6
Begonia listada L.B.Sm. et Wassh.,EXACT,100,Begonia listada L.B.Sm. & Wassh.,Begonia listada,4157039,4157039,ACCEPTED,0,Begonia listada,Begonia listada,Begonia listada L.B.Sm. & Wassh.,Begonia listada L.B.Sm. & Wassh.,1,Begonia listada L.B.Sm. & Wassh.,1,Begonia listada L.B.Sm. & Wassh.,1,,,0
Begonia solimutata L.B.Sm. et Wassh.,EXACT,100,Begonia solimutata L.B.Sm. & Wassh.,Begonia solimutata,7646487,7646487,ACCEPTED,0,Begonia solimutata,Begonia solimutata,Begonia solimutata L.B.Sm. & Wassh.,Begonia solimutata L.B.Sm. & Wassh.,1,Begonia solimutata L.B.Sm. & Wassh.,1,Begonia solimutata L.B.Sm. & Wassh.,1,,,0
Brachychilum horsfieldii (R.Br. ex Wallich) Petersen,EXACT,100,Brachychilum horsfieldii (R.Br. ex Wall.) Petersen,Brachychilum horsfieldii,2758651,2758650,ACCEPTED,1,Hedychium horsfieldii,Hedychium horsfieldii,Hedychium horsfieldii R.Br. ex Wall.,Brachychilum horsfieldii (R.Br. ex Wall.) Petersen | Gandasulium horsfieldii (R.Br. ex Wall.) Kuntze | Hedychium horsfieldii R.Br. | Hedychium microchilum Ridl.,4,Brachychilum horsfieldii (R.Br. ex Wall.) Petersen | Gandasulium horsfieldii (R.Br. ex Wall.) Kuntze | Hedychium horsfieldii R.Br.,3,Hedychium horsfieldii R.Br. | Hedychium microchilum Ridl.,2,,,0
Breynia nivosa (W.G.Sm.) Small.,EXACT,100,Breynia nivosa (W.Bull) Small,Breynia nivosa,5383032,5383031,ACCEPTED,1,Breynia disticha,Breynia disticha,Breynia disticha J.R.Forst. & G.Forst.,Breynia nivosa (W.Bull) Small | Agave roseopictus VanGeert | Breynia axillaris Spreng. | Breynia disticha f. nivosa (W.Bull) Croizat | Breynia disticha f. nivosa (W.Bull) Croizat ex Radcl.-Sm. | Breynia disticha f. nivosa (W.Bull) J.W.Parham | Breynia disticha var. genuina Müll.Arg. | Breynia disticha var. neocaledonica (Baill.) Müll.Arg. | Breynia disticha var. nivosa (W.Bull) Croizat | Breynia nivosa var. roseopicta (Burb.) F.Br. | Melanthesa neocaledonica Baill. | Melanthesa neocaledonica var. forsteri Müll.Arg. | Phyllanthus atropurpureus Van Geert | Phyllanthus atropurpureus VanGeert | Phyllanthus nivosus W.Bull | Phyllanthus nivosus W.G.Sm. | Phyllanthus nivosus subsp. roseopictus (Burb.) Regel | Phyllanthus roseopictus Burb. | Phyllanthus roseus-pictus Hovey | Phyllanthus sandwicensis var. hypoglaucus H.Lév.,20,Breynia disticha f. nivosa (W.Bull) Croizat | Breynia disticha f. nivosa (W.Bull) Croizat ex Radcl.-Sm. | Breynia disticha f. nivosa (W.Bull) J.W.Parham | Breynia disticha var. genuina Müll.Arg. | Breynia disticha var. neocaledonica (Baill.) Müll.Arg. | Breynia disticha var. nivosa (W.Bull) Croizat,6,Breynia nivosa (W.Bull) Small | Breynia axillaris Spreng. | Breynia disticha f. nivosa (W.Bull) Croizat | Breynia disticha f. nivosa (W.Bull) Croizat ex Radcl.-Sm. | Breynia disticha f. nivosa (W.Bull) J.W.Parham | Breynia disticha var. genuina Müll.Arg. | Breynia disticha var. neocaledonica (Baill.) Müll.Arg. | Breynia disticha var. nivosa (W.Bull) Croizat | Breynia nivosa var. roseopicta (Burb.) F.Br.,9,Snowbush,Snowbush | foliage-flower,2
Brownea latifolia Jacq.,EXACT,100,Brownea latifolia Jacq.,Brownea latifolia,2970484,2970480,ACCEPTED,1,Brownea coccinea capitella,Brownea coccinea,Brownea coccinea subsp. capitella (Jacq.) D.Velázquez & G.Agostini,Brownea latifolia Jacq. | Brownea capitella Jacq. | Brownea guianensis Klotzsch | Brownea racemosa Jacq. | Hermesias capitella (Jacq.) Kuntze | Hermesias capitellata (Jacq.) Kuntze | Hermesias latifolia Kuntze | Hermesias racemosa Kuntze,8,,0,Brownea latifolia Jacq. | Brownea capitella Jacq. | Brownea guianensis Klotzsch | Brownea racemosa Jacq.,4,,,0
